t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
314,3377,1387,380,-169,675,-37,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,3377,1387,380,-169,675,-37,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,3377,1387,380,-169,675,-37,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,5079,229,608,197,-816,-614,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,5079,229,608,197,-816,-614,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,5079,229,608,197,-816,-614,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,5387,62,1373,-3,-530,1430,2022,7,2,22,44,56,28198,42,39.498787,-104.811704
314,5387,62,1373,-3,-530,1430,2022,7,2,22,44,56,230056,1,39.498787,-104.811703
314,5387,62,1373,-3,-530,1430,2022,7,2,22,44,56,230056,1,39.498787,-104.811703
314,2749,-196,210,-129,-82,-969,2022,7,2,22,44,56,230056,1,39.498787,-104.811703
315,2749,-196,210,-129,-82,-969,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,2749,-196,210,-129,-82,-969,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,6013,-81,1446,-216,-102,523,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,6013,-81,1446,-216,-102,523,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,6013,-81,1446,-216,-102,523,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,3300,709,372,-183,682,-64,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,3300,709,372,-183,682,-64,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,3300,709,372,-183,682,-64,2022,7,2,22,44,56,230056,42,39.498787,-104.811703
315,5089,315,500,86,-554,-515,2022,7,2,22,44,56,436744,1,39.498789,-104.811702
315,5089,315,500,86,-554,-515,2022,7,2,22,44,56,436744,1,39.498789,-104.811702
315,5089,315,500,86,-554,-515,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,4695,-207,1026,-99,-114,920,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,4695,-207,1026,-99,-114,920,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,4695,-207,1026,-99,-114,920,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,3319,168,196,-17,-220,-729,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,3319,168,196,-17,-220,-729,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,3319,168,196,-17,-220,-729,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,5652,-125,1322,-185,-120,547,2022,7,2,22,44,56,436744,42,39.498789,-104.811702
315,5652,-125,1322,-185,-120,547,2022,7,2,22,44,56,642120,1,39.498790,-104.811702
315,5652,-125,1322,-185,-120,547,2022,7,2,22,44,56,642120,1,39.498790,-104.811702
315,3139,543,301,-170,399,-243,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,3139,543,301,-170,399,-243,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,3139,543,301,-170,399,-243,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,5235,243,789,11,-321,-346,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,5235,243,789,11,-321,-346,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,5235,243,789,11,-321,-346,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,4512,-176,726,-110,-6,1050,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,4512,-176,726,-110,-6,1050,2022,7,2,22,44,56,642120,42,39.498790,-104.811702
315,4512,-176,726,-110,-6,1050,2022,7,2,22,44,56,846575,1,39.498791,-104.811701
315,3258,256,183,-2,-314,-835,2022,7,2,22,44,56,846575,1,39.498791,-104.811701
315,3258,256,183,-2,-314,-835,2022,7,2,22,44,56,846575,42,39.498791,-104.811701
315,3258,256,183,-2,-314,-835,2022,7,2,22,44,56,846575,42,39.498791,-104.811701
315,5146,218,1271,-169,-258,648,2022,7,2,22,44,56,846575,42,39.498791,-104.811701
315,5146,218,1271,-169,-258,648,2022,7,2,22,44,56,846575,42,39.498791,-104.811701
315,5146,218,1271,-169,-258,648,2022,7,2,22,44,56,846575,42,39.498791,-104.811701
