t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
540,5782,-258,1741,-138,-180,597,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,5782,-258,1741,-138,-180,597,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,5782,-258,1741,-138,-180,597,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,3237,299,731,-185,341,-472,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,3237,299,731,-185,341,-472,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,3237,299,731,-185,341,-472,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,6153,-119,1472,-54,-485,85,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,6153,-119,1472,-54,-485,85,2022,7,2,22,48,41,226110,42,39.498937,-104.811565
540,6153,-119,1472,-54,-485,85,2022,7,2,22,48,41,430943,1,39.498937,-104.811565
540,4000,1091,622,-113,395,144,2022,7,2,22,48,41,430943,1,39.498937,-104.811565
540,4000,1091,622,-113,395,144,2022,7,2,22,48,41,430943,1,39.498937,-104.811565
540,4000,1091,622,-113,395,144,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,4628,123,550,80,-595,-518,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,4628,123,550,80,-595,-518,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,4628,123,550,80,-595,-518,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,4602,-71,1075,-109,-77,837,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,4602,-71,1075,-109,-77,837,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,4602,-71,1075,-109,-77,837,2022,7,2,22,48,41,430943,42,39.498937,-104.811565
540,3241,87,313,-22,-293,-768,2022,7,2,22,48,41,636132,1,39.498938,-104.811564
540,3241,87,313,-22,-293,-768,2022,7,2,22,48,41,636132,1,39.498938,-104.811564
540,3241,87,313,-22,-293,-768,2022,7,2,22,48,41,636132,1,39.498938,-104.811564
540,5788,-62,1617,-177,-210,761,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,5788,-62,1617,-177,-210,761,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,5788,-62,1617,-177,-210,761,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,3149,391,665,-223,431,-574,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,3149,391,665,-223,431,-574,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,3149,391,665,-223,431,-574,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,5558,65,1285,-100,-521,-97,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,5558,65,1285,-100,-521,-97,2022,7,2,22,48,41,636132,42,39.498938,-104.811564
540,5558,65,1285,-100,-521,-97,2022,7,2,22,48,41,841203,1,39.498939,-104.811564
540,4906,819,563,-78,201,594,2022,7,2,22,48,41,841203,1,39.498939,-104.811564
540,4906,819,563,-78,201,594,2022,7,2,22,48,41,841203,42,39.498939,-104.811564
540,4906,819,563,-78,201,594,2022,7,2,22,48,41,841203,42,39.498939,-104.811564
540,3731,125,-26,78,-714,-975,2022,7,2,22,48,41,841203,42,39.498939,-104.811564
540,3731,125,-26,78,-714,-975,2022,7,2,22,48,41,841203,42,39.498939,-104.811564
