t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
237,2483,666,312,51,25,-1156,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
237,6160,-242,2108,-125,-551,863,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
237,6160,-242,2108,-125,-551,863,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
237,6160,-242,2108,-125,-551,863,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
237,3181,1045,1096,-235,1072,-476,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
237,3181,1045,1096,-235,1072,-476,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
237,3181,1045,1096,-235,1072,-476,2022,7,2,22,43,39,80892,42,39.498780,-104.810963
238,5628,650,1255,59,-631,-276,2022,7,2,22,43,39,293409,1,39.498778,-104.810960
238,5628,650,1255,59,-631,-276,2022,7,2,22,43,39,293409,1,39.498778,-104.810960
238,5628,650,1255,59,-631,-276,2022,7,2,22,43,39,293409,1,39.498778,-104.810960
238,5671,1630,1464,-84,360,794,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,5671,1630,1464,-84,360,794,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,5671,1630,1464,-84,360,794,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,3177,263,364,112,-557,-936,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,3177,263,364,112,-557,-936,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,3177,263,364,112,-557,-936,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,5933,106,2357,-177,-231,1356,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,5933,106,2357,-177,-231,1356,2022,7,2,22,43,39,293409,42,39.498778,-104.810960
238,5933,106,2357,-177,-231,1356,2022,7,2,22,43,39,497991,1,39.498776,-104.810959
238,2255,-95,421,-146,317,-961,2022,7,2,22,43,39,497991,1,39.498776,-104.810959
238,2255,-95,421,-146,317,-961,2022,7,2,22,43,39,497991,1,39.498776,-104.810959
238,2255,-95,421,-146,317,-961,2022,7,2,22,43,39,497991,1,39.498776,-104.810959
238,5981,-107,1877,-184,-346,455,2022,7,2,22,43,39,497991,1,39.498776,-104.810959
238,5981,-107,1877,-184,-346,455,2022,7,2,22,43,39,601714,1,39.498775,-104.810959
238,5981,-107,1877,-184,-346,455,2022,7,2,22,43,39,601714,1,39.498775,-104.810959
238,2991,958,795,-223,875,71,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,2991,958,795,-223,875,71,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,2991,958,795,-223,875,71,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,5181,445,905,192,-788,-571,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,5181,445,905,192,-788,-571,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,5181,445,905,192,-788,-571,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,4869,140,1341,-46,-195,1114,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,4869,140,1341,-46,-195,1114,2022,7,2,22,43,39,601714,42,39.498775,-104.810959
238,4869,140,1341,-46,-195,1114,2022,7,2,22,43,39,804221,1,39.498777,-104.810959
238,2956,517,578,84,-248,-1025,2022,7,2,22,43,39,804221,1,39.498777,-104.810959
238,2956,517,578,84,-248,-1025,2022,7,2,22,43,39,804221,1,39.498777,-104.810959
238,2956,517,578,84,-248,-1025,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,6183,41,2259,-199,-246,1017,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,6183,41,2259,-199,-246,1017,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,6183,41,2259,-199,-246,1017,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,2865,760,979,-255,785,-668,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,2865,760,979,-255,785,-668,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,2865,760,979,-255,785,-668,2022,7,2,22,43,39,804221,42,39.498777,-104.810959
238,5780,453,1439,9,-585,-216,2022,7,2,22,43,40,8646,1,39.498779,-104.810959
238,5780,453,1439,9,-585,-216,2022,7,2,22,43,40,8646,1,39.498779,-104.810959
238,5780,453,1439,9,-585,-216,2022,7,2,22,43,40,8646,1,39.498779,-104.810959
238,5406,2038,1303,-12,181,584,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,5406,2038,1303,-12,181,584,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,5406,2038,1303,-12,181,584,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,3916,658,751,151,-649,-639,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,3916,658,751,151,-649,-639,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,3916,658,751,151,-649,-639,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,4752,442,1845,-115,-331,825,2022,7,2,22,43,40,8646,42,39.498779,-104.810959
238,4752,442,1845,-115,-331,825,2022,7,2,22,43,40,213319,1,39.498781,-104.810960
238,4752,442,1845,-115,-331,825,2022,7,2,22,43,40,213319,1,39.498781,-104.810960
238,3871,872,871,-96,56,-462,2022,7,2,22,43,40,213319,1,39.498781,-104.810960
238,3871,872,871,-96,56,-462,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,3871,872,871,-96,56,-462,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4905,883,1257,-29,-354,170,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4905,883,1257,-29,-354,170,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4905,883,1257,-29,-354,170,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4321,1071,1054,-121,277,-49,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4321,1071,1054,-121,277,-49,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4321,1071,1054,-121,277,-49,2022,7,2,22,43,40,213319,42,39.498781,-104.810960
239,4341,1172,1070,-1,-325,0,2022,7,2,22,43,40,417535,1,39.498783,-104.810961
239,4341,1172,1070,-1,-325,0,2022,7,2,22,43,40,417535,1,39.498783,-104.810961
239,4341,1172,1070,-1,-325,0,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4596,1061,1184,-102,-11,136,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4596,1061,1184,-102,-11,136,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4596,1061,1184,-102,-11,136,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4290,1136,1042,-80,-52,-63,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4290,1136,1042,-80,-52,-63,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4290,1136,1042,-80,-52,-63,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4552,1110,1165,-70,-146,76,2022,7,2,22,43,40,417535,42,39.498783,-104.810961
239,4552,1110,1165,-70,-146,76,2022,7,2,22,43,40,626454,1,39.498786,-104.810963
239,4552,1110,1165,-70,-146,76,2022,7,2,22,43,40,626454,1,39.498786,-104.810963
239,4234,1254,1080,-52,-112,78,2022,7,2,22,43,40,626454,1,39.498786,-104.810963
239,4234,1254,1080,-52,-112,78,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4234,1254,1080,-52,-112,78,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4334,1445,976,-32,-117,-12,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4334,1445,976,-32,-117,-12,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4334,1445,976,-32,-117,-12,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4561,1460,1037,-81,-27,25,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4561,1460,1037,-81,-27,25,2022,7,2,22,43,40,626454,42,39.498786,-104.810963
239,4561,1460,1037,-81,-27,25,2022,7,2,22,43,40,828473,1,39.498785,-104.810966
239,4610,1471,1004,-100,-73,15,2022,7,2,22,43,40,828473,1,39.498785,-104.810966
239,4610,1471,1004,-100,-73,15,2022,7,2,22,43,40,828473,1,39.498785,-104.810966
239,4610,1471,1004,-100,-73,15,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4259,1449,1042,-102,-85,-20,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4259,1449,1042,-102,-85,-20,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4259,1449,1042,-102,-85,-20,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4232,1729,985,-32,-165,6,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4232,1729,985,-32,-165,6,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4232,1729,985,-32,-165,6,2022,7,2,22,43,40,828473,42,39.498785,-104.810966
239,4602,1468,1027,-157,-25,72,2022,7,2,22,43,41,33956,1,39.498784,-104.810968
239,4602,1468,1027,-157,-25,72,2022,7,2,22,43,41,33956,1,39.498784,-104.810968
239,4602,1468,1027,-157,-25,72,2022,7,2,22,43,41,33956,1,39.498784,-104.810968
239,4803,1456,1118,-59,-156,-18,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,4803,1456,1118,-59,-156,-18,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,4803,1456,1118,-59,-156,-18,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,3989,1736,872,6,-182,10,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,3989,1736,872,6,-182,10,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,3989,1736,872,6,-182,10,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,4227,1539,1002,-152,81,100,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,4227,1539,1002,-152,81,100,2022,7,2,22,43,41,33956,42,39.498784,-104.810968
239,4227,1539,1002,-152,81,100,2022,7,2,22,43,41,239070,1,39.498780,-104.810971
239,4785,1416,1025,-78,-138,-75,2022,7,2,22,43,41,239070,1,39.498780,-104.810971
240,4785,1416,1025,-78,-138,-75,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4785,1416,1025,-78,-138,-75,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4494,1479,1060,-115,176,89,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4494,1479,1060,-115,176,89,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4494,1479,1060,-115,176,89,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4536,1423,996,-35,-185,-24,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4536,1423,996,-35,-185,-24,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4536,1423,996,-35,-185,-24,2022,7,2,22,43,41,239070,42,39.498780,-104.810971
240,4473,1676,1003,-106,87,143,2022,7,2,22,43,41,444461,1,39.498775,-104.810975
240,4473,1676,1003,-106,87,143,2022,7,2,22,43,41,444461,1,39.498775,-104.810975
240,4473,1676,1003,-106,87,143,2022,7,2,22,43,41,444461,1,39.498775,-104.810975
240,4331,1509,1089,-16,-204,24,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4331,1509,1089,-16,-204,24,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4331,1509,1089,-16,-204,24,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4214,1423,936,-89,-113,56,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4214,1423,936,-89,-113,56,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4214,1423,936,-89,-113,56,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4140,1352,852,-96,-11,58,2022,7,2,22,43,41,444461,42,39.498775,-104.810975
240,4140,1352,852,-96,-11,58,2022,7,2,22,43,41,649240,1,39.498769,-104.810978
240,4140,1352,852,-96,-11,58,2022,7,2,22,43,41,649240,1,39.498769,-104.810978
240,4387,1313,944,-126,-29,74,2022,7,2,22,43,41,649240,1,39.498769,-104.810978
240,4387,1313,944,-126,-29,74,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4387,1313,944,-126,-29,74,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4699,1466,1168,-114,121,158,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4699,1466,1168,-114,121,158,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4699,1466,1168,-114,121,158,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4597,1314,1070,-111,-16,135,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4597,1314,1070,-111,-16,135,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4597,1314,1070,-111,-16,135,2022,7,2,22,43,41,649240,42,39.498769,-104.810978
240,4606,1357,1049,-160,144,-4,2022,7,2,22,43,41,857026,1,39.498764,-104.810982
240,4606,1357,1049,-160,144,-4,2022,7,2,22,43,41,857026,1,39.498764,-104.810982
240,4606,1357,1049,-160,144,-4,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4478,1330,1124,-171,202,173,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4478,1330,1124,-171,202,173,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4478,1330,1124,-171,202,173,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4112,1471,1009,-55,-146,-13,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4112,1471,1009,-55,-146,-13,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4112,1471,1009,-55,-146,-13,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4847,1518,1021,-76,77,107,2022,7,2,22,43,41,857026,42,39.498764,-104.810982
240,4847,1518,1021,-76,77,107,2022,7,2,22,43,42,59045,1,39.498758,-104.810987
240,4847,1518,1021,-76,77,107,2022,7,2,22,43,42,59045,1,39.498758,-104.810987
240,4598,997,1838,-202,-102,678,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4598,997,1838,-202,-102,678,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4598,997,1838,-202,-102,678,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4416,674,1202,-118,93,-77,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4416,674,1202,-118,93,-77,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4416,674,1202,-118,93,-77,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4373,923,1144,-216,-83,360,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4373,923,1144,-216,-83,360,2022,7,2,22,43,42,59045,42,39.498758,-104.810987
240,4373,923,1144,-216,-83,360,2022,7,2,22,43,42,263168,1,39.498752,-104.810992
241,4716,1690,1425,-97,99,347,2022,7,2,22,43,42,263168,1,39.498752,-104.810992
241,4716,1690,1425,-97,99,347,2022,7,2,22,43,42,263168,1,39.498752,-104.810992
241,4716,1690,1425,-97,99,347,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4551,1450,1077,-40,-230,-18,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4551,1450,1077,-40,-230,-18,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4551,1450,1077,-40,-230,-18,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4405,1459,1077,-126,143,129,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4405,1459,1077,-126,143,129,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4405,1459,1077,-126,143,129,2022,7,2,22,43,42,263168,42,39.498752,-104.810992
241,4072,1389,799,-73,-178,-249,2022,7,2,22,43,42,468387,1,39.498748,-104.810998
241,4072,1389,799,-73,-178,-249,2022,7,2,22,43,42,468387,1,39.498748,-104.810998
241,4072,1389,799,-73,-178,-249,2022,7,2,22,43,42,468387,1,39.498748,-104.810998
241,4902,1363,1062,-64,-341,292,2022,7,2,22,43,42,468387,42,39.498748,-104.810998
241,4902,1363,1062,-64,-341,292,2022,7,2,22,43,42,468387,42,39.498748,-104.810998
241,4902,1363,1062,-64,-341,292,2022,7,2,22,43,42,468387,42,39.498748,-104.810998
241,3242,1015,730,-48,196,-257,2022,7,2,22,43,42,468387,42,39.498748,-104.810998
241,3242,1015,730,-48,196,-257,2022,7,2,22,43,42,468387,42,39.498748,-104.810998
