t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
188,3506,312,889,-244,849,-168,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,5105,115,910,133,-658,-393,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,5105,115,910,133,-658,-393,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,5105,115,910,133,-658,-393,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,4140,-444,887,-23,-182,912,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,4140,-444,887,-23,-182,912,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,4140,-444,887,-23,-182,912,2022,7,2,22,42,49,207572,42,39.498528,-104.811574
188,3009,-468,608,-29,-282,-832,2022,7,2,22,42,49,412550,1,39.498528,-104.811574
188,3009,-468,608,-29,-282,-832,2022,7,2,22,42,49,412550,1,39.498528,-104.811574
188,3009,-468,608,-29,-282,-832,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,5877,-395,1729,-219,36,557,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,5877,-395,1729,-219,36,557,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,5877,-395,1729,-219,36,557,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,3271,447,455,-210,731,-165,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,3271,447,455,-210,731,-165,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,3271,447,455,-210,731,-165,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,5156,76,848,176,-723,-520,2022,7,2,22,42,49,412550,42,39.498528,-104.811574
188,5156,76,848,176,-723,-520,2022,7,2,22,42,49,617377,1,39.498530,-104.811575
188,5156,76,848,176,-723,-520,2022,7,2,22,42,49,617377,1,39.498530,-104.811575
188,4331,-552,1485,-84,-122,1082,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,4331,-552,1485,-84,-122,1082,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,4331,-552,1485,-84,-122,1082,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,2743,-395,604,-64,-191,-877,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,2743,-395,604,-64,-191,-877,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,2743,-395,604,-64,-191,-877,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,6059,-431,1719,-209,-29,434,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,6059,-431,1719,-209,-29,434,2022,7,2,22,42,49,617377,42,39.498530,-104.811575
188,6059,-431,1719,-209,-29,434,2022,7,2,22,42,49,822692,1,39.498531,-104.811575
188,3364,720,510,-175,651,12,2022,7,2,22,42,49,822692,1,39.498531,-104.811575
188,3364,720,510,-175,651,12,2022,7,2,22,42,49,822692,1,39.498531,-104.811575
