t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
337,3189,218,882,-147,206,-363,2022,7,2,22,45,18,589202,1,39.498725,-104.811139
337,3189,218,882,-147,206,-363,2022,7,2,22,45,18,589202,1,39.498725,-104.811139
337,5377,329,1610,-83,-313,156,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,5377,329,1610,-83,-313,156,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,5377,329,1610,-83,-313,156,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,3969,636,1352,-192,574,-32,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,3969,636,1352,-192,574,-32,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,3969,636,1352,-192,574,-32,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,4430,207,840,1,-478,-391,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,4430,207,840,1,-478,-391,2022,7,2,22,45,18,589202,42,39.498725,-104.811139
337,4430,207,840,1,-478,-391,2022,7,2,22,45,18,797202,1,39.498724,-104.811139
337,4988,402,1314,-59,-80,698,2022,7,2,22,45,18,797202,1,39.498724,-104.811139
337,4988,402,1314,-59,-80,698,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,4988,402,1314,-59,-80,698,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,3281,343,723,41,-187,-653,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,3281,343,723,41,-187,-653,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,3281,343,723,41,-187,-653,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,5826,114,1982,-127,-276,727,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,5826,114,1982,-127,-276,727,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,5826,114,1982,-127,-276,727,2022,7,2,22,45,18,797202,42,39.498724,-104.811139
337,3093,532,1141,-188,421,-463,2022,7,2,22,45,18,999250,1,39.498724,-104.811139
337,3093,532,1141,-188,421,-463,2022,7,2,22,45,18,999250,1,39.498724,-104.811139
337,3093,532,1141,-188,421,-463,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,5312,320,1435,-75,-320,-60,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,5312,320,1435,-75,-320,-60,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,5312,320,1435,-75,-320,-60,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,3827,1289,1102,-128,578,284,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,3827,1289,1102,-128,578,284,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,3827,1289,1102,-128,578,284,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,4850,400,874,105,-645,-351,2022,7,2,22,45,18,999250,42,39.498724,-104.811139
337,4850,400,874,105,-645,-351,2022,7,2,22,45,19,204595,1,39.498723,-104.811139
337,4850,400,874,105,-645,-351,2022,7,2,22,45,19,204595,1,39.498723,-104.811139
337,5326,859,1388,-132,238,337,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
337,5326,859,1388,-132,238,337,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,5326,859,1388,-132,238,337,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,3801,627,665,-17,-170,-426,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,3801,627,665,-17,-170,-426,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,3801,627,665,-17,-170,-426,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,4880,793,1394,-65,-191,252,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,4880,793,1394,-65,-191,252,2022,7,2,22,45,19,204595,42,39.498723,-104.811139
338,4880,793,1394,-65,-191,252,2022,7,2,22,45,19,409451,1,39.498723,-104.811140
338,4162,972,1084,-86,61,-51,2022,7,2,22,45,19,409451,1,39.498723,-104.811140
338,4162,972,1084,-86,61,-51,2022,7,2,22,45,19,409451,1,39.498723,-104.811140
338,4162,972,1084,-86,61,-51,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4634,837,1154,-75,-153,-1,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4634,837,1154,-75,-153,-1,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4634,837,1154,-75,-153,-1,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4480,1165,1112,-100,134,-14,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4480,1165,1112,-100,134,-14,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4480,1165,1112,-100,134,-14,2022,7,2,22,45,19,409451,42,39.498723,-104.811140
338,4380,1237,1066,-53,-99,-57,2022,7,2,22,45,19,614312,1,39.498723,-104.811141
338,4380,1237,1066,-53,-99,-57,2022,7,2,22,45,19,614312,1,39.498723,-104.811141
338,4380,1237,1066,-53,-99,-57,2022,7,2,22,45,19,614312,1,39.498723,-104.811141
338,4677,1359,1071,-54,-112,40,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4677,1359,1071,-54,-112,40,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4677,1359,1071,-54,-112,40,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4544,1332,1016,-99,-9,-29,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4544,1332,1016,-99,-9,-29,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4544,1332,1016,-99,-9,-29,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4458,1164,1112,-137,-18,-30,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4458,1164,1112,-137,-18,-30,2022,7,2,22,45,19,614312,42,39.498723,-104.811141
338,4458,1164,1112,-137,-18,-30,2022,7,2,22,45,19,818954,1,39.498722,-104.811141
338,4046,1312,992,-42,-120,79,2022,7,2,22,45,19,818954,1,39.498722,-104.811141
338,4046,1312,992,-42,-120,79,2022,7,2,22,45,19,818954,42,39.498722,-104.811141
338,4046,1312,992,-42,-120,79,2022,7,2,22,45,19,818954,42,39.498722,-104.811141
338,4338,1492,1020,-31,-50,-15,2022,7,2,22,45,19,818954,42,39.498722,-104.811141
338,4338,1492,1020,-31,-50,-15,2022,7,2,22,45,19,818954,42,39.498722,-104.811141
