t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
501,4960,65,1603,-92,-115,402,2022,7,2,22,48,2,796516,42,39.498861,-104.811492
501,3818,17,1066,-81,-45,-406,2022,7,2,22,48,2,796516,42,39.498861,-104.811492
501,3818,17,1066,-81,-45,-406,2022,7,2,22,48,2,796516,42,39.498861,-104.811492
501,3818,17,1066,-81,-45,-406,2022,7,2,22,48,2,796516,42,39.498861,-104.811492
501,5061,61,1637,-88,-179,613,2022,7,2,22,48,2,796516,42,39.498861,-104.811492
501,5061,61,1637,-88,-179,613,2022,7,2,22,48,3,1918,1,39.498861,-104.811493
501,5061,61,1637,-88,-179,613,2022,7,2,22,48,3,1918,1,39.498861,-104.811493
501,3594,-38,1094,-57,-114,-544,2022,7,2,22,48,3,1918,1,39.498861,-104.811493
501,3594,-38,1094,-57,-114,-544,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,3594,-38,1094,-57,-114,-544,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,5306,-69,1865,-124,-73,649,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,5306,-69,1865,-124,-73,649,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,5306,-69,1865,-124,-73,649,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,3054,81,901,-65,1,-635,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,3054,81,901,-65,1,-635,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,3054,81,901,-65,1,-635,2022,7,2,22,48,3,1918,42,39.498861,-104.811493
501,5597,-18,1850,-206,-76,621,2022,7,2,22,48,3,206747,1,39.498860,-104.811493
501,5597,-18,1850,-206,-76,621,2022,7,2,22,48,3,206747,1,39.498860,-104.811493
501,5597,-18,1850,-206,-76,621,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,3215,451,839,-195,295,-532,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,3215,451,839,-195,295,-532,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,3215,451,839,-195,295,-532,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,5505,146,1647,-176,-102,242,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,5505,146,1647,-176,-102,242,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,5505,146,1647,-176,-102,242,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,3547,976,1084,-174,313,-240,2022,7,2,22,48,3,206747,42,39.498860,-104.811493
502,3547,976,1084,-174,313,-240,2022,7,2,22,48,3,414927,1,39.498860,-104.811493
502,3547,976,1084,-174,313,-240,2022,7,2,22,48,3,414927,1,39.498860,-104.811493
502,5383,337,1561,-135,-237,129,2022,7,2,22,48,3,414927,42,39.498860,-104.811493
502,5383,337,1561,-135,-237,129,2022,7,2,22,48,3,414927,42,39.498860,-104.811493
