t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
570,4789,346,925,-126,46,123,2022,7,2,22,49,12,177561,1,39.498971,-104.811498
570,4789,346,925,-126,46,123,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
570,4789,346,925,-126,46,123,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
571,4759,301,881,-55,-191,123,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
571,4759,301,881,-55,-191,123,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
571,4759,301,881,-55,-191,123,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
571,4489,328,759,-100,-52,-101,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
571,4489,328,759,-100,-52,-101,2022,7,2,22,49,12,177561,42,39.498971,-104.811498
571,4489,328,759,-100,-52,-101,2022,7,2,22,49,12,382356,1,39.498971,-104.811497
571,4267,416,742,-56,-68,-64,2022,7,2,22,49,12,382356,1,39.498971,-104.811497
571,4267,416,742,-56,-68,-64,2022,7,2,22,49,12,382356,1,39.498971,-104.811497
571,4267,416,742,-56,-68,-64,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4784,319,909,-94,-104,144,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4784,319,909,-94,-104,144,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4784,319,909,-94,-104,144,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4490,246,804,-96,-143,-8,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4490,246,804,-96,-143,-8,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4490,246,804,-96,-143,-8,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4201,472,771,-68,-11,-42,2022,7,2,22,49,12,382356,42,39.498971,-104.811497
571,4201,472,771,-68,-11,-42,2022,7,2,22,49,12,588505,1,39.498969,-104.811495
571,4201,472,771,-68,-11,-42,2022,7,2,22,49,12,588505,1,39.498969,-104.811495
571,4979,318,853,-101,-129,124,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4979,318,853,-101,-129,124,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4979,318,853,-101,-129,124,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4366,269,794,-134,27,-123,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4366,269,794,-134,27,-123,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4366,269,794,-134,27,-123,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4466,281,845,-158,-32,237,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4466,281,845,-158,-32,237,2022,7,2,22,49,12,588505,42,39.498969,-104.811495
571,4466,281,845,-158,-32,237,2022,7,2,22,49,12,793197,1,39.498967,-104.811492
571,4685,437,810,-63,-198,17,2022,7,2,22,49,12,793197,1,39.498967,-104.811492
571,4685,437,810,-63,-198,17,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4685,437,810,-63,-198,17,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4581,516,782,-167,-32,54,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4581,516,782,-167,-32,54,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4581,516,782,-167,-32,54,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4632,615,702,-129,-63,-19,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4632,615,702,-129,-63,-19,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4632,615,702,-129,-63,-19,2022,7,2,22,49,12,793197,42,39.498967,-104.811492
571,4565,620,662,-156,-51,25,2022,7,2,22,49,12,998359,1,39.498965,-104.811489
571,4565,620,662,-156,-51,25,2022,7,2,22,49,12,998359,1,39.498965,-104.811489
571,4565,620,662,-156,-51,25,2022,7,2,22,49,12,998359,1,39.498965,-104.811489
571,4633,887,593,-153,-71,-14,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4633,887,593,-153,-71,-14,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4633,887,593,-153,-71,-14,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4389,851,668,-159,-193,52,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4389,851,668,-159,-193,52,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4389,851,668,-159,-193,52,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4606,777,604,-228,-19,-24,2022,7,2,22,49,12,998359,42,39.498965,-104.811489
571,4606,777,604,-228,-19,-24,2022,7,2,22,49,13,203184,1,39.498964,-104.811485
571,4606,777,604,-228,-19,-24,2022,7,2,22,49,13,203184,1,39.498964,-104.811485
571,4382,789,644,-239,-95,-2,2022,7,2,22,49,13,203184,1,39.498964,-104.811485
571,4382,789,644,-239,-95,-2,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4382,789,644,-239,-95,-2,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4521,737,649,-273,-137,73,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4521,737,649,-273,-137,73,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4521,737,649,-273,-137,73,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4463,877,521,-282,-45,57,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4463,877,521,-282,-45,57,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4463,877,521,-282,-45,57,2022,7,2,22,49,13,203184,42,39.498964,-104.811485
572,4237,708,373,-312,-66,-32,2022,7,2,22,49,13,408071,1,39.498963,-104.811481
572,4237,708,373,-312,-66,-32,2022,7,2,22,49,13,408071,1,39.498963,-104.811481
572,4237,708,373,-312,-66,-32,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4564,667,646,-289,-222,87,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4564,667,646,-289,-222,87,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4564,667,646,-289,-222,87,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4212,735,485,-284,-126,-44,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4212,735,485,-284,-126,-44,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4212,735,485,-284,-126,-44,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4442,724,613,-339,-220,-15,2022,7,2,22,49,13,408071,42,39.498963,-104.811481
572,4442,724,613,-339,-220,-15,2022,7,2,22,49,13,613141,1,39.498963,-104.811478
572,4442,724,613,-339,-220,-15,2022,7,2,22,49,13,613141,1,39.498963,-104.811478
572,4535,711,693,-413,-76,43,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4535,711,693,-413,-76,43,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4535,711,693,-413,-76,43,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4516,595,352,-470,-21,8,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4516,595,352,-470,-21,8,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4516,595,352,-470,-21,8,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4693,571,505,-422,-120,47,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4693,571,505,-422,-120,47,2022,7,2,22,49,13,613141,42,39.498963,-104.811478
572,4693,571,505,-422,-120,47,2022,7,2,22,49,13,818364,1,39.498963,-104.811474
572,4338,670,484,-464,127,43,2022,7,2,22,49,13,818364,1,39.498963,-104.811474
572,4338,670,484,-464,127,43,2022,7,2,22,49,13,818364,1,39.498963,-104.811474
572,4338,670,484,-464,127,43,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4591,625,527,-445,-118,-43,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4591,625,527,-445,-118,-43,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4591,625,527,-445,-118,-43,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4729,684,580,-488,80,25,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4729,684,580,-488,80,25,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4729,684,580,-488,80,25,2022,7,2,22,49,13,818364,42,39.498963,-104.811474
572,4536,628,702,-439,-59,-173,2022,7,2,22,49,14,23586,1,39.498962,-104.811470
572,4536,628,702,-439,-59,-173,2022,7,2,22,49,14,23586,1,39.498962,-104.811470
572,4536,628,702,-439,-59,-173,2022,7,2,22,49,14,23586,1,39.498962,-104.811470
572,4869,678,649,-477,-45,-46,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4869,678,649,-477,-45,-46,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4869,678,649,-477,-45,-46,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4370,745,506,-455,-74,-110,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4370,745,506,-455,-74,-110,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4370,745,506,-455,-74,-110,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4716,699,719,-432,-117,-21,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4716,699,719,-432,-117,-21,2022,7,2,22,49,14,23586,42,39.498962,-104.811470
572,4716,699,719,-432,-117,-21,2022,7,2,22,49,14,228659,1,39.498961,-104.811464
572,4254,665,583,-458,-124,-141,2022,7,2,22,49,14,228659,1,39.498961,-104.811464
573,4254,665,583,-458,-124,-141,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4254,665,583,-458,-124,-141,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4712,639,548,-444,-186,46,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4712,639,548,-444,-186,46,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4712,639,548,-444,-186,46,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4686,555,533,-486,-33,-10,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4686,555,533,-486,-33,-10,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4686,555,533,-486,-33,-10,2022,7,2,22,49,14,228659,42,39.498961,-104.811464
573,4452,713,748,-429,-44,20,2022,7,2,22,49,14,432535,1,39.498961,-104.811459
573,4452,713,748,-429,-44,20,2022,7,2,22,49,14,432535,1,39.498961,-104.811459
573,4452,713,748,-429,-44,20,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,4699,502,270,-419,-99,-103,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,4699,502,270,-419,-99,-103,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,4699,502,270,-419,-99,-103,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,5077,637,852,-388,-37,343,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,5077,637,852,-388,-37,343,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,5077,637,852,-388,-37,343,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,4247,477,266,-221,-206,-336,2022,7,2,22,49,14,432535,42,39.498961,-104.811459
573,4247,477,266,-221,-206,-336,2022,7,2,22,49,14,638250,1,39.498960,-104.811454
573,4247,477,266,-221,-206,-336,2022,7,2,22,49,14,638250,1,39.498960,-104.811454
573,4963,489,1066,-338,-98,319,2022,7,2,22,49,14,638250,1,39.498960,-104.811454
573,4963,489,1066,-338,-98,319,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4963,489,1066,-338,-98,319,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4571,591,988,-255,35,75,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4571,591,988,-255,35,75,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4571,591,988,-255,35,75,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4674,392,849,-192,-323,24,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4674,392,849,-192,-323,24,2022,7,2,22,49,14,638250,42,39.498960,-104.811454
573,4674,392,849,-192,-323,24,2022,7,2,22,49,14,842980,1,39.498959,-104.811448
573,4713,483,712,-188,42,327,2022,7,2,22,49,14,842980,1,39.498959,-104.811448
573,4713,483,712,-188,42,327,2022,7,2,22,49,14,842980,1,39.498959,-104.811448
573,4713,483,712,-188,42,327,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4140,119,680,-163,-144,-136,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4140,119,680,-163,-144,-136,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4140,119,680,-163,-144,-136,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4806,61,1328,-151,-158,516,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4806,61,1328,-151,-158,516,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4806,61,1328,-151,-158,516,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4132,486,853,-78,148,-197,2022,7,2,22,49,14,842980,42,39.498959,-104.811448
573,4132,486,853,-78,148,-197,2022,7,2,22,49,15,47955,1,39.498959,-104.811442
573,4132,486,853,-78,148,-197,2022,7,2,22,49,15,47955,1,39.498959,-104.811442
573,4748,334,1006,-26,-187,18,2022,7,2,22,49,15,47955,42,39.498959,-104.811442
573,4748,334,1006,-26,-187,18,2022,7,2,22,49,15,47955,42,39.498959,-104.811442
