t,acx,acy,acz,gyx,gyy,gyz,y,M,d,h,m,s,us,t,lat,lon
518,3963,-63,402,22,-177,1156,2022,7,2,22,48,19,397712,42,39.498911,-104.811420
518,3963,-63,402,22,-177,1156,2022,7,2,22,48,19,397712,42,39.498911,-104.811420
518,4112,293,177,152,-657,-1074,2022,7,2,22,48,19,397712,42,39.498911,-104.811420
518,4112,293,177,152,-657,-1074,2022,7,2,22,48,19,397712,42,39.498911,-104.811420
518,4112,293,177,152,-657,-1074,2022,7,2,22,48,19,397712,42,39.498911,-104.811420
518,5666,17,1513,-131,-128,1326,2022,7,2,22,48,19,600036,1,39.498911,-104.811419
518,5666,17,1513,-131,-128,1326,2022,7,2,22,48,19,600036,1,39.498911,-104.811419
518,5666,17,1513,-131,-128,1326,2022,7,2,22,48,19,600036,1,39.498911,-104.811419
518,2651,212,342,-117,54,-1014,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,2651,212,342,-117,54,-1014,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,2651,212,342,-117,54,-1014,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,6037,-25,1643,-281,-20,713,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,6037,-25,1643,-281,-20,713,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,6037,-25,1643,-281,-20,713,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,2528,935,116,-166,530,-463,2022,7,2,22,48,19,600036,42,39.498911,-104.811419
518,2528,935,116,-166,530,-463,2022,7,2,22,48,19,806474,1,39.498910,-104.811418
518,2528,935,116,-166,530,-463,2022,7,2,22,48,19,806474,1,39.498910,-104.811418
518,6229,179,1382,-122,-123,-2,2022,7,2,22,48,19,806474,1,39.498910,-104.811418
518,6229,179,1382,-122,-123,-2,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,6229,179,1382,-122,-123,-2,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,3440,1693,483,-80,406,125,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,3440,1693,483,-80,406,125,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,3440,1693,483,-80,406,125,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,5444,334,1022,25,-406,-186,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,5444,334,1022,25,-406,-186,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,5444,334,1022,25,-406,-186,2022,7,2,22,48,19,806474,42,39.498910,-104.811418
518,4529,812,802,-92,18,167,2022,7,2,22,48,20,11823,1,39.498910,-104.811417
518,4529,812,802,-92,18,167,2022,7,2,22,48,20,11823,1,39.498910,-104.811417
518,4529,812,802,-92,18,167,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,3746,473,521,-69,-50,-406,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,3746,473,521,-69,-50,-406,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,3746,473,521,-69,-50,-406,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,4647,448,790,-78,-119,296,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,4647,448,790,-78,-119,296,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,4647,448,790,-78,-119,296,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,4411,663,648,-87,-44,-35,2022,7,2,22,48,20,11823,42,39.498910,-104.811417
518,4411,663,648,-87,-44,-35,2022,7,2,22,48,20,217108,1,39.498908,-104.811416
518,4411,663,648,-87,-44,-35,2022,7,2,22,48,20,217108,1,39.498908,-104.811416
518,4794,608,643,-92,-66,17,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4794,608,643,-92,-66,17,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4794,608,643,-92,-66,17,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4242,829,645,-118,-8,4,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4242,829,645,-118,-8,4,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4242,829,645,-118,-8,4,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4707,605,743,-130,-125,31,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4707,605,743,-130,-125,31,2022,7,2,22,48,20,217108,42,39.498908,-104.811416
519,4707,605,743,-130,-125,31,2022,7,2,22,48,20,421719,1,39.498906,-104.811415
519,4404,785,638,-105,-125,108,2022,7,2,22,48,20,421719,1,39.498906,-104.811415
519,4404,785,638,-105,-125,108,2022,7,2,22,48,20,421719,1,39.498906,-104.811415
519,4404,785,638,-105,-125,108,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4776,531,670,-193,-48,-30,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4776,531,670,-193,-48,-30,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4776,531,670,-193,-48,-30,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4290,943,627,-130,-57,-76,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4290,943,627,-130,-57,-76,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4290,943,627,-130,-57,-76,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4394,732,717,-174,-161,118,2022,7,2,22,48,20,421719,42,39.498906,-104.811415
519,4394,732,717,-174,-161,118,2022,7,2,22,48,20,633346,1,39.498905,-104.811414
519,4394,732,717,-174,-161,118,2022,7,2,22,48,20,633346,1,39.498905,-104.811414
519,4637,708,694,-235,-43,-12,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4637,708,694,-235,-43,-12,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4637,708,694,-235,-43,-12,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4603,813,648,-248,-6,-43,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4603,813,648,-248,-6,-43,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4603,813,648,-248,-6,-43,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4688,893,614,-260,-45,-25,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4688,893,614,-260,-45,-25,2022,7,2,22,48,20,633346,42,39.498905,-104.811414
519,4688,893,614,-260,-45,-25,2022,7,2,22,48,20,833110,1,39.498902,-104.811414
519,4445,957,650,-266,-33,-3,2022,7,2,22,48,20,833110,1,39.498902,-104.811414
519,4445,957,650,-266,-33,-3,2022,7,2,22,48,20,833110,42,39.498902,-104.811414
519,4445,957,650,-266,-33,-3,2022,7,2,22,48,20,833110,42,39.498902,-104.811414
